path,dataset,beta
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Baidu_182.png,rtts,0.76145071
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Baidu_269.png,rtts,1.24425900
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Baidu_315.png,rtts,1.04456007
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Baidu_406.png,rtts,0.64394867
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Baidu_431.png,rtts,0.66914928
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Bing_126.png,rtts,0.58368802
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Bing_261.png,rtts,0.50689459
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Bing_289.png,rtts,0.59835756
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Bing_385.png,rtts,0.65315694
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Bing_637.png,rtts,0.39403814
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Bing_740.png,rtts,0.99049640
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Google_137.png,rtts,1.74448144
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Google_284.png,rtts,1.14851451
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Google_313.png,rtts,0.72568846
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Google_573.png,rtts,0.97199577
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Google_581.png,rtts,0.68307716
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XR_Google_659.png,rtts,0.44007027
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/XYT_Baidu_074.png,rtts,1.31177032
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YC_Baidu_084.png,rtts,0.81395859
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YC_Google_633.png,rtts,0.47277641
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YD_Baidu_015.png,rtts,0.85457462
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YD_Baidu_068.png,rtts,0.79070342
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YD_Baidu_300.png,rtts,0.88517737
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YD_Bing_038.png,rtts,1.25206161
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YD_Google_140.png,rtts,1.24925458
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YD_Google_376.png,rtts,0.52129668
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YSM_Google_543.png,rtts,0.13466726
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YSM_Google_553.png,rtts,0.71139646
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YSM_Google_639.png,rtts,0.38452736
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YST_Bing_105.png,rtts,0.31769863
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YST_Google_245.png,rtts,1.89234304
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YT_Bing_195.png,rtts,0.46573088
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YT_Google_296.png,rtts,0.40860084
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/YT_Google_298.png,rtts,0.48424497
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv11_206.png,rtts,1.25010872
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv11_397.png,rtts,0.71190208
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv11_406.png,rtts,0.71183920
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv12_1482.png,rtts,0.51728094
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv12_1884.png,rtts,0.32604682
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv12_189.png,rtts,0.53382057
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv12_2077.png,rtts,0.39035851
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv12_2202.png,rtts,0.28987134
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv12_344.png,rtts,0.68485236
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv12_68.png,rtts,0.42070419
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv12_693.png,rtts,0.61269814
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv14_129.png,rtts,0.88486737
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv14_133.png,rtts,0.64247191
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv14_148.png,rtts,1.07511950
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv15_117.png,rtts,0.93250042
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv15_23.png,rtts,1.16668367
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv16_411.png,rtts,0.38487121
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv1_72.png,rtts,0.12959899
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv20_440.png,rtts,0.98796123
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv22_31.png,rtts,0.61970192
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv22_43.png,rtts,0.69118559
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv24_4.png,rtts,1.05440247
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv27_88.png,rtts,0.76868302
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv28_135.png,rtts,0.86187434
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv29_210.png,rtts,0.99337113
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv29_219.png,rtts,1.01901853
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv29_243.png,rtts,0.78922802
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv32_108.png,rtts,1.21194732
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv32_126.png,rtts,1.23538125
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv35_133.png,rtts,0.62445027
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv35_282.png,rtts,0.83038646
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv35_290.png,rtts,0.81890744
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv35_292.png,rtts,0.80321342
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv35_849.png,rtts,0.68619400
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv36_216.png,rtts,1.02305102
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv36_219.png,rtts,1.07840085
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv36_630.png,rtts,0.70099819
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv36_670.png,rtts,0.75512338
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv37_1246.png,rtts,1.15565062
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv37_1317.png,rtts,1.04072952
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv37_1479.png,rtts,1.03620827
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv37_322.png,rtts,1.12383509
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv37_34.png,rtts,0.97814101
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv37_358.png,rtts,1.14161956
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv37_38.png,rtts,0.96911085
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv37_459.png,rtts,1.19870460
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv37_64.png,rtts,1.03380430
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv37_888.png,rtts,1.13184929
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv39_243.png,rtts,0.62936586
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv39_253.png,rtts,0.70295745
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv39_312.png,rtts,0.59016091
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv39_786.png,rtts,0.56181991
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv3_118.png,rtts,0.70489943
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv3_63.png,rtts,0.40192303
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv40_10.png,rtts,1.52601373
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv40_13.png,rtts,0.55649453
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv40_225.png,rtts,1.42231035
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv40_255.png,rtts,1.82077789
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv40_275.png,rtts,1.57884026
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv40_28.png,rtts,1.42760861
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv40_309.png,rtts,0.95210952
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv40_61.png,rtts,1.64757323
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv40_64.png,rtts,1.59648192
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv42_1028.png,rtts,0.58277822
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv42_13.png,rtts,0.70466262
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv42_361.png,rtts,0.67135650
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv42_420.png,rtts,0.66930550
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv42_505.png,rtts,0.79855084
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv42_525.png,rtts,0.86186993
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv42_675.png,rtts,0.79041725
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv42_716.png,rtts,0.71962690
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv42_937.png,rtts,0.78448415
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv42_986.png,rtts,0.70651597
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv43_672.png,rtts,0.96023655
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv44_31.png,rtts,0.70106322
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv45_315.png,rtts,0.02092169
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv45_82.png,rtts,0.07227697
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv46_124.png,rtts,1.19134259
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv47_37.png,rtts,0.65491402
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv47_766.png,rtts,1.03776503
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv47_92.png,rtts,0.65897638
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv47_952.png,rtts,0.93128705
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv49_82.png,rtts,0.65209377
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv4_267.png,rtts,0.25674507
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv4_289.png,rtts,0.53404462
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv4_308.png,rtts,0.79247862
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv50_223.png,rtts,0.47496659
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv50_241.png,rtts,0.62381184
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv50_736.png,rtts,0.49334326
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv50_793.png,rtts,0.66835737
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv5_50.png,rtts,0.85397601
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv5_75.png,rtts,0.19240233
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv6_144.png,rtts,0.77871639
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv6_153.png,rtts,0.77666885
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv6_9.png,rtts,0.87092733
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv8_169.png,rtts,1.13866985
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv8_58.png,rtts,0.42049536
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv8_88.png,rtts,0.94297069
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv8_99.png,rtts,0.89403778
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv9_182.png,rtts,1.26221573
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv9_198.png,rtts,0.82315242
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv9_202.png,rtts,0.79871303
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv9_21.png,rtts,0.70647037
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/hv9_223.png,rtts,1.15498126
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_000294_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.36034155
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_000576_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.38712850
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_001016_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.47461674
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_001236_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.45123351
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_001751_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.44438979
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_002196_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.40736136
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_002963_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.42292324
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_003025_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.40979484
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_003357_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.41086233
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_003920_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.30176467
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_004617_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.45314056
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_005543_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.44591299
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_005898_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.43833095
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_006589_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.46349096
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_007365_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.42662525
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_008206_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.47217214
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_008451_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.44870171
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_009291_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.40292707
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_009561_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.49231616
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_009688_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.54046357
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_009969_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.69676512
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_010351_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.55389470
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_010763_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.42990699
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_011007_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.46270582
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_011074_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.36958933
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_011461_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.36112684
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_011810_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.45614219
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_012009_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.41060066
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_012121_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.43494499
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_012868_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.37021413
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_013067_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.38345969
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_013240_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.32796881
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_013382_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.41697973
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_013942_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.38931942
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_014480_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.34534281
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_015389_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.43901697
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_015676_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.36440939
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_016005_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.43420359
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_016286_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.50145644
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_017228_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.49869427
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_017476_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.42981672
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_018797_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.39261267
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_019607_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.44909090
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_020215_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.36677757
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_020321_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.39323413
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_020880_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.39734489
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_021667_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.62092841
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_021879_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.59688538
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_022254_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.36952141
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/cityscapes_yolo/foggy_beta_0_005/images/val/frankfurt_000000_022797_leftImg8bit_foggy_beta_0.005.png,beta_0.005,0.36132410
